ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5957	"ENSG00000250954.1"	"RP11-79E3.3"	chr4	-	33813246	33813314	33949030	33949146	33777968	33778244	34041456	34041504	5957	3,0	0,1	1,1	2,1	197	166	0.704311229559	1.0	1.0,0.0	0.296,0.457	0.123
5958	"ENSG00000137815.10"	"RTF1"	chr15	+	41730518	41730629	41745098	41745246	41709301	41709511	41749869	41750074	5958	7,150	5,72	61,79	25,29	197	197	0.330018673116	1.0	0.583,0.676	0.709,0.731	-0.091
5962	"ENSG00000111843.9"	"TMEM14C"	chr6	+	10726139	10726241	10728872	10728960	10723341	10723474	10730847	10730996	5962	2,1	255,252	4,3	325,227	197	186	0.403633647796	1.0	0.007,0.004	0.011,0.012	-0.006
5963	"ENSG00000111843.9"	"TMEM14C"	chr6	+	10726139	10726241	10728872	10728960	10725193	10725270	10730847	10731352	5963	72,28	204,101	65,47	224,191	197	186	0.316410105642	1.0	0.25,0.207	0.215,0.189	0.026
5964	"ENSG00000204231.6"	"RXRB"	chr6	-	33166945	33167193	33168018	33168114	33166084	33166241	33168543	33168630	5964	1,1	13,29	0,0	7,6	194	197	1	1.0	0.072,0.034	0.0,0.0	0.053
5965	"ENSG00000204231.6"	"RXRB"	chr6	-	33166945	33167025	33168018	33168114	33166084	33166241	33168543	33168630	5965	1,1	12,22	0,0	4,3	194	178	1	1.0	0.071,0.04	0.0,0.0	0.055
5966	"ENSG00000169813.12"	"HNRNPF"	chr10	-	43890077	43890136	43891903	43892038	43881064	43883384	43903164	43903267	5966	201,192	830,563	178,144	593,515	197	157	0.9081378867	1.0	0.162,0.214	0.193,0.182	0.001
5967	"ENSG00000129255.10"	"MPDU1"	chr17	+	7490009	7490156	7490216	7490335	7489263	7489396	7490478	7490589	5967	148,136	77,92	136,110	71,51	197	197	0.310329676489	1.0	0.658,0.596	0.657,0.683	-0.043
5968	"ENSG00000129255.10"	"MPDU1"	chr17	+	7489263	7489396	7490009	7490095	7489049	7489115	7490216	7490335	5968	38,30	191,120	27,18	177,148	197	184	0.0481309319709	1.0	0.157,0.189	0.125,0.102	0.059
5969	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53858543	53858636	53859715	53859757	53856276	53856351	53861004	53861312	5969	1249,1095	1074,1213	969,699	1113,829	191	140	0.104675573357	1.0	0.46,0.398	0.39,0.382	0.043
596	"ENSG00000107290.9"	"SETX"	chr9	-	135141513	135141636	135144789	135144876	135136742	135140372	135145001	135145089	596	60,57	0,0	61,45	1,1	185	197	0.326651007406	1.0	1.0,1.0	0.985,0.98	0.018
5970	"ENSG00000111596.7"	"CNOT2"	chr12	+	70688016	70688074	70695484	70695645	70671911	70672054	70704674	70704797	5970	14,4	2,3	5,4	4,2	156	197	0.371699012933	1.0	0.898,0.627	0.612,0.716	0.099
5971	"ENSG00000111596.7"	"CNOT2"	chr12	+	70704674	70704797	70713077	70713144	70671911	70672054	70729217	70729343	5971	102,83	19,17	84,67	15,7	197	165	0.383854388034	1.0	0.818,0.804	0.824,0.889	-0.046
5972	"ENSG00000111596.7"	"CNOT2"	chr12	+	70704674	70704797	70713077	70713144	70671911	70672054	70723202	70723350	5972	102,85	118,44	85,67	73,54	197	165	0.865333329327	1.0	0.42,0.618	0.494,0.51	0.017
5974	"ENSG00000111596.7"	"CNOT2"	chr12	+	70704640	70704797	70713077	70713144	70671911	70672054	70723202	70723350	5974	1,2	27,50	0,0	4,4	197	165	1	1.0	0.03,0.032	0.0,0.0	0.031
5976	"ENSG00000111596.7"	"CNOT2"	chr12	+	70704640	70704797	70713077	70713144	70671911	70672054	70729217	70729343	5976	0,1	10,17	0,0	0,1	197	165	1	1.0	0.0,0.047	NA,0.0	0.024
5977	"ENSG00000111596.7"	"CNOT2"	chr12	+	70679179	70679366	70687850	70688074	70671911	70672054	70704674	70704797	5977	4,4	8,7	5,3	5,3	197	197	0.396183307143	1.0	0.333,0.364	0.5,0.5	-0.151
5978	"ENSG00000111596.7"	"CNOT2"	chr12	+	70679179	70679366	70695484	70695645	70671911	70672054	70704674	70704797	5978	4,4	2,3	5,3	4,2	197	197	0.946569962759	1.0	0.667,0.571	0.556,0.6	0.041
5979	"ENSG00000111596.7"	"CNOT2"	chr12	+	70679179	70679366	70688016	70688074	70671911	70672054	70704674	70704797	5979	4,4	14,4	5,3	5,4	197	156	0.381494538089	1.0	0.185,0.442	0.442,0.373	-0.094
597	"ENSG00000112146.12"	"FBXO9"	chr6	+	52949486	52949564	52954456	52954652	52947301	52947416	52957226	52957489	597	0,1	4,0	0,0	2,2	176	197	1	1.0	0.0,1.0	0.0,0.0	0.5
5980	"ENSG00000111596.7"	"CNOT2"	chr12	+	70687850	70688074	70695484	70695645	70671911	70672054	70704674	70704797	5980	8,7	2,3	5,3	4,2	197	197	0.352479642048	1.0	0.8,0.7	0.556,0.6	0.172
5981	"ENSG00000111596.7"	"CNOT2"	chr12	+	70671911	70672054	70704674	70704797	70637228	70637260	70713077	70713131	5981	83,31	125,26	38,42	64,73	197	197	0.199389452005	1.0	0.399,0.544	0.373,0.365	0.103
5982	"ENSG00000068305.13"	"MEF2A"	chr15	+	100185765	100185969	100197617	100197743	100173182	100173378	100211527	100211659	5982	47,60	3,2	37,24	1,0	197	197	0.63889674919	1.0	0.94,0.968	0.974,1.0	-0.033
5983	"ENSG00000068305.13"	"MEF2A"	chr15	+	100211527	100211659	100211724	100211874	100185765	100185969	100214597	100214817	5983	9,54	2,11	28,18	6,6	197	197	0.58947893368	1.0	0.818,0.831	0.824,0.75	0.038
5984	"ENSG00000068305.13"	"MEF2A"	chr15	+	100211527	100211659	100211724	100211862	100185765	100185969	100214597	100214817	5984	63,42	18,7	37,24	16,12	197	197	0.0522170396941	1.0	0.778,0.857	0.698,0.667	0.135
5985	"ENSG00000116830.7"	"TTF2"	chr1	+	117639972	117640055	117640827	117640860	117638770	117638921	117641454	117641529	5985	158,189	3,4	137,120	3,3	181	131	0.725621478439	1.0	0.974,0.972	0.971,0.967	0.004
5986	"ENSG00000067225.13"	"PKM"	chr15	-	72494794	72494961	72495362	72495529	72492814	72492996	72499068	72499221	5986	26,57	3177,3425	29,19	2569,1812	197	197	0.610156634788	1.0	0.008,0.016	0.011,0.01	0.002
5987	"ENSG00000160310.12"	"PRMT2"	chr21	+	48078656	48078832	48083294	48083466	48069486	48069651	48084206	48084857	5987	39,37	60,27	24,15	44,29	197	197	0.117055215758	1.0	0.394,0.578	0.353,0.341	0.139
5988	"ENSG00000160310.12"	"PRMT2"	chr21	+	48080744	48080874	48081711	48081848	48069486	48069651	48083294	48083466	5988	0,1	1,12	0,1	4,5	197	197	0.707203579428	1.0	0.0,0.077	0.0,0.167	-0.045
5989	"ENSG00000112984.7"	"KIF20A"	chr5	+	137521200	137521399	137521649	137521741	137520783	137520886	137521982	137522120	5989	52,376	28,236	159,143	68,65	197	190	0.0618420003688	1.0	0.642,0.606	0.693,0.68	-0.063
598	"ENSG00000132199.14"	"ENOSF1"	chr18	-	691067	691106	691203	691304	690566	690631	693881	693908	598	0,2	8,38	1,1	15,23	197	137	0.804556322949	1.0	0.0,0.035	0.044,0.029	-0.019
5990	"ENSG00000166847.5"	"DCTN5"	chr16	+	23669827	23669946	23672490	23672602	23654275	23654344	23676946	23677049	5990	58,112	28,65	38,45	19,25	197	197	0.934308827033	1.0	0.674,0.633	0.667,0.643	-0.002
5991	"ENSG00000106615.5"	"RHEB"	chr7	-	151181822	151181890	151188028	151188100	151174418	151174501	151216545	151217010	5991	245,121	220,178	97,153	111,174	170	166	0.979172781794	1.0	0.521,0.399	0.46,0.462	-0.001
5992	"ENSG00000106615.5"	"RHEB"	chr7	-	151168634	151168691	151174418	151174501	151168485	151168527	151181822	151181890	5992	241,228	243,69	191,217	151,157	181	155	0.384384472047	1.0	0.459,0.739	0.52,0.542	0.068
5993	"ENSG00000106615.5"	"RHEB"	chr7	-	151174418	151174501	151181822	151181890	151168634	151168691	151188028	151188100	5993	648,394	359,175	458,522	263,305	166	181	0.260619682809	1.0	0.663,0.711	0.655,0.651	0.034
5994	"ENSG00000138336.8"	"TET1"	chr10	+	70404454	70406762	70411602	70411693	70360737	70360791	70412257	70412351	5994	15,21	34,44	24,17	45,35	197	189	0.732338094501	1.0	0.297,0.314	0.338,0.318	-0.023
5995	"ENSG00000102890.10"	"ELMO3"	chr16	+	67233853	67233904	67234094	67234264	67233586	67233659	67234353	67234453	5995	1,0	0,0	1,1	1,0	149	197	1	1.0	1.0,NA	0.569,1.0	0.216
5996	"ENSG00000121940.11"	"CLCC1"	chr1	-	109484026	109484120	109486457	109486529	109482257	109482404	109490232	109490340	5996	2,2	0,1	2,1	1,1	170	192	0.629278192983	1.0	1.0,0.693	0.693,0.53	0.235
5997	"ENSG00000121940.11"	"CLCC1"	chr1	-	109484026	109484120	109486457	109486679	109482257	109482404	109490232	109490340	5997	53,0	0,1	37,43	1,1	197	192	0.524383679132	1.0	1.0,0.0	0.973,0.977	-0.475
5998	"ENSG00000121940.11"	"CLCC1"	chr1	-	109482666	109482764	109484026	109484120	109482257	109482404	109486096	109486237	5998	48,22	179,90	49,44	149,138	192	196	0.294591112767	1.0	0.215,0.2	0.251,0.246	-0.041
5999	"ENSG00000140632.12"	"GLYR1"	chr16	-	4871380	4871454	4872875	4872932	4867598	4867698	4873821	4873908	5999	97,130	76,130	58,64	71,73	155	172	0.146808185974	1.0	0.586,0.526	0.475,0.493	0.072
599	"ENSG00000132199.14"	"ENOSF1"	chr18	-	691067	691106	691203	691276	690566	690631	693881	693908	599	18,20	45,44	9,10	23,26	171	137	0.87596551845	1.0	0.243,0.267	0.239,0.236	0.018
5	"ENSG00000258830.1"	"RP11-123K3.4"	chr12	-	57677606	57677839	57682791	57682823	57674140	57674313	57689181	57689290	5	2,5	49,73	0,1	8,11	130	197	0.421613362947	1.0	0.058,0.094	0.0,0.121	0.015
6000	"ENSG00000084623.7"	"EIF3I"	chr1	+	32691749	32691884	32692003	32692131	32690010	32690076	32694099	32694210	6000	5,0	1358,1386	3,2	1223,1026	197	197	1	1.0	0.004,0.0	0.002,0.002	0.0
6001	"ENSG00000084623.7"	"EIF3I"	chr1	+	32691771	32691884	32692003	32692131	32690010	32690076	32694099	32694210	6001	693,755	1358,1386	640,570	1223,1026	197	197	0.846604087471	1.0	0.338,0.353	0.344,0.357	-0.005
6003	"ENSG00000101624.6"	"CEP76"	chr18	-	12695252	12695350	12697225	12697407	12691357	12691486	12698977	12699202	6003	35,0	57,11	16,19	17,21	197	196	0.0973837717209	1.0	0.379,0.0	0.484,0.474	-0.289
6005	"ENSG00000101624.6"	"CEP76"	chr18	-	12697221	12697407	12698977	12699202	12695252	12695350	12699828	12699904	6005	82,36	29,8	29,34	17,16	197	197	0.0896457994228	1.0	0.739,0.818	0.63,0.68	0.123
6006	"ENSG00000141452.5"	"C18orf8"	chr18	+	21086933	21087018	21089156	21089243	21084334	21084411	21095819	21095960	6006	29,34	49,76	29,25	63,49	183	185	0.860387542985	1.0	0.374,0.311	0.318,0.34	0.014
6007	"ENSG00000132388.8"	"UBE2G1"	chr17	-	4186092	4186216	4192524	4192703	4175591	4175811	4210315	4210418	6007	2,7	120,72	7,5	100,79	197	197	0.484272539349	1.0	0.016,0.089	0.065,0.06	-0.01
6008	"ENSG00000143847.11"	"PPFIA4"	chr1	+	203018045	203018108	203018803	203018895	203017710	203017842	203020896	203021005	6008	23,18	0,0	17,10	1,1	161	190	0.293419410238	1.0	1.0,1.0	0.953,0.922	0.063
6009	"ENSG00000141258.8"	"SGSM2"	chr17	+	2268796	2268960	2270564	2270699	2268508	2268635	2274555	2274709	6009	1,3	12,3	1,1	9,10	197	197	0.565870325082	1.0	0.077,0.5	0.1,0.091	0.193
600	"ENSG00000132199.14"	"ENOSF1"	chr18	-	677742	677872	678695	678737	675320	675402	683245	683380	600	17,9	12,3	12,11	7,7	140	197	0.803871174895	1.0	0.666,0.808	0.707,0.689	0.039
6010	"ENSG00000085382.7"	"HACE1"	chr6	-	105259185	105259268	105280916	105281048	105244803	105244900	105291097	105291173	6010	11,21	14,7	11,8	14,10	197	181	0.253039256452	1.0	0.419,0.734	0.419,0.424	0.155
6013	"ENSG00000085382.7"	"HACE1"	chr6	-	105280916	105281048	105291097	105291173	105259185	105259268	105297016	105297121	6013	8,17	6,11	13,11	8,6	174	197	0.768546302976	1.0	0.602,0.636	0.648,0.675	-0.042
6014	"ENSG00000089154.6"	"GCN1L1"	chr12	-	120585970	120586150	120587409	120587517	120584855	120585076	120587725	120587847	6014	5,13	210,321	4,3	104,115	197	197	1	1.0	0.023,0.039	0.037,0.025	0.0
601	"ENSG00000132199.14"	"ENOSF1"	chr18	-	677344	677444	678695	678737	675320	675402	683245	683380	601	34,8	8,6	14,13	6,6	140	197	0.772307630243	1.0	0.857,0.652	0.767,0.753	-0.006
6022	"ENSG00000088682.9"	"COQ9"	chr16	+	57490842	57490927	57492157	57492262	57490415	57490558	57493476	57493632	6022	114,153	150,112	121,107	106,87	183	197	0.504031787993	1.0	0.45,0.595	0.551,0.57	-0.038
6023	"ENSG00000162813.13"	"BPNT1"	chr1	-	220237600	220237757	220240371	220240467	220236140	220236296	220240643	220240735	6023	1,2	0,0	0,0	1,1	194	197	1	1.0	1.0,1.0	0.0,0.0	1.0
6024	"ENSG00000162813.13"	"BPNT1"	chr1	-	220237600	220237757	220239414	220239459	220236098	220236296	220240643	220240735	6024	0,0	0,1	5,4	2,1	143	197	1	1.0	NA,0.0	0.775,0.846	-0.81
6025	"ENSG00000174437.12"	"ATP2A2"	chr12	+	110734403	110734542	110760796	110760877	110720517	110720600	110764194	110764280	6025	5,2	443,235	9,6	324,303	197	179	0.0913781742885	1.0	0.01,0.008	0.025,0.018	-0.012
6027	"ENSG00000090013.5"	"BLVRB"	chr19	-	40957270	40957399	40964080	40964151	40953695	40953953	40964287	40964452	6027	260,8	1445,40	95,138	534,731	169	197	0.964538946287	1.0	0.173,0.189	0.172,0.18	0.005
6028	"ENSG00000090013.5"	"BLVRB"	chr19	-	40957270	40957399	40964061	40964151	40953695	40953953	40964287	40964452	6028	445,268	1855,1040	356,241	1388,970	188	197	0.876739672721	1.0	0.201,0.213	0.212,0.207	-0.002
6029	"ENSG00000137161.12"	"CNPY3"	chr6	+	42897584	42897626	42903149	42903211	42896981	42897459	42903311	42903408	6029	2,0	4,25	0,0	4,4	140	160	1	1.0	0.364,0.0	0.0,0.0	0.182
602	"ENSG00000132199.14"	"ENOSF1"	chr18	-	677344	677444	677742	677872	675320	675402	683245	683380	602	7,0	8,6	3,3	6,7	197	197	0.856609323306	1.0	0.467,0.0	0.333,0.3	-0.083
6030	"ENSG00000172785.14"	"CBWD1"	chr9	-	150508	150725	151304	151427	146101	146158	152033	152078	6030	0,2	4,1	2,2	2,1	197	197	0.201180175966	1.0	0.0,0.667	0.5,0.667	-0.25
6031	"ENSG00000172785.14"	"CBWD1"	chr9	-	152033	152078	154708	154795	134978	135030	156480	156527	6031	41,64	7,1	50,42	3,2	185	143	0.780947718818	1.0	0.819,0.98	0.928,0.942	-0.036
6038	"ENSG00000139116.13"	"KIF21A"	chr12	-	39709733	39709772	39711874	39712003	39705218	39705355	39713707	39713815	6038	11,71	0,3	41,33	1,1	197	137	0.811230254009	1.0	1.0,0.943	0.966,0.958	0.01
6039	"ENSG00000100028.7"	"SNRPD3"	chr22	+	24953624	24953768	24963951	24964144	24951470	24952039	24967883	24968740	6039	71,1022	25,359	316,612	110,194	197	197	0.658327472611	1.0	0.74,0.74	0.742,0.759	-0.01
603	"ENSG00000134444.9"	"KIAA1468"	chr18	+	59947006	59947089	59947592	59947675	59942606	59942706	59947878	59947942	603	6,5	4,2	5,4	6,3	181	181	0.457757738581	1.0	0.6,0.714	0.455,0.571	0.144
6044	"ENSG00000204628.7"	"GNB2L1"	chr5	-	180665098	180665239	180666066	180666177	180664608	180664719	180666486	180666582	6044	3364,3496	4790,5604	2209,1668	3312,2598	197	197	0.918190677231	1.0	0.413,0.384	0.4,0.391	0.003
6045	"ENSG00000204628.7"	"GNB2L1"	chr5	-	180664608	180664719	180665098	180665239	180663936	180664042	180666066	180666177	6045	4962,4762	2118,2178	3155,2411	1400,1056	197	197	0.98877383359	1.0	0.701,0.686	0.693,0.695	-0.0
6048	"ENSG00000145901.10"	"TNIP1"	chr5	-	150411847	150411944	150413168	150413372	150409509	150410308	150414562	150414628	6048	3,0	29,42	0,0	24,25	197	195	0.493912022896	1.0	0.093,0.0	0.0,0.0	0.046
6049	"ENSG00000145901.10"	"TNIP1"	chr5	-	150411847	150411944	150413168	150413360	150409509	150410308	150414562	150414628	6049	9,124	2,63	35,33	19,21	197	195	0.474510726304	1.0	0.817,0.661	0.646,0.609	0.112
604	"ENSG00000100124.8"	"ANKRD54"	chr22	-	38228964	38229116	38229165	38229213	38228643	38228751	38229690	38229762	604	17,14	35,29	21,15	30,24	146	197	0.335710202412	1.0	0.396,0.394	0.486,0.458	-0.077
6050	"ENSG00000242372.2"	"EIF6"	chr20	-	33868456	33868632	33871978	33872064	33867744	33867921	33872183	33872295	6050	352,256	178,121	281,238	136,115	184	197	0.929691143767	1.0	0.679,0.694	0.689,0.689	-0.002
6051	"ENSG00000174669.7"	"SLC29A2"	chr11	-	66134934	66135019	66135904	66136142	66133901	66134035	66136839	66137003	6051	3,4	54,117	0,0	13,11	197	183	0.253925033516	1.0	0.049,0.031	0.0,0.0	0.04
6052	"ENSG00000174669.7"	"SLC29A2"	chr11	-	66136007	66136142	66136530	66136602	66135242	66135340	66136839	66137003	6052	1,0	69,79	1,1	50,45	170	197	0.351855315482	1.0	0.017,0.0	0.023,0.025	-0.015
6053	"ENSG00000174669.7"	"SLC29A2"	chr11	-	66136007	66136142	66136530	66136670	66135242	66135340	66136839	66137003	6053	102,103	69,79	54,46	50,45	197	197	0.181192855369	1.0	0.596,0.566	0.519,0.505	0.069
6054	"ENSG00000174669.7"	"SLC29A2"	chr11	-	66136007	66136231	66136530	66136602	66135242	66135340	66136839	66137003	6054	0,1	49,88	0,0	35,44	170	197	0.762124663215	1.0	0.0,0.013	0.0,0.0	0.006
6056	"ENSG00000174669.7"	"SLC29A2"	chr11	-	66135242	66135340	66135904	66136142	66134934	66135019	66136530	66136602	6056	89,137	85,150	26,38	35,48	197	196	0.301849319308	1.0	0.51,0.476	0.425,0.441	0.06
6057	"ENSG00000174669.7"	"SLC29A2"	chr11	-	66133596	66133702	66135904	66136142	66133406	66133492	66136839	66137003	6057	3,4	110,192	0,0	7,11	197	197	1	1.0	0.027,0.02	0.0,0.0	0.024
6058	"ENSG00000170632.9"	"ARMC10"	chr7	+	102727315	102727384	102732923	102733100	102727076	102727211	102737723	102737795	6058	8,3	197,228	5,4	227,180	167	197	0.770365955198	1.0	0.046,0.015	0.025,0.026	0.005
6059	"ENSG00000135363.7"	"LMO2"	chr11	-	33899309	33899410	33903364	33903433	33891255	33891533	33913341	33913836	6059	1,2	2,9	6,7	5,6	167	197	0.0926472878432	1.0	0.371,0.208	0.586,0.579	-0.293
6060	"ENSG00000135363.7"	"LMO2"	chr11	-	33899309	33899410	33903369	33903433	33891255	33891533	33913341	33913836	6060	5,45	2,9	21,28	5,6	162	197	0.881411551022	1.0	0.752,0.859	0.836,0.85	-0.037
6061	"ENSG00000135363.7"	"LMO2"	chr11	-	33891255	33891533	33903369	33903433	33890891	33891132	33913341	33913836	6061	2,3	0,1	7,5	1,1	162	197	0.658977369704	1.0	1.0,0.785	0.895,0.859	0.016
6062	"ENSG00000135363.7"	"LMO2"	chr11	-	33891255	33891533	33903364	33903433	33890891	33891132	33913341	33913836	6062	2,3	0,1	6,4	1,1	167	197	0.745271812427	1.0	1.0,0.78	0.876,0.825	0.039
6063	"ENSG00000135363.7"	"LMO2"	chr11	-	33899336	33899410	33903364	33903433	33891255	33891533	33913341	33913836	6063	1,2	1,5	6,7	5,5	167	172	0.309602246985	1.0	0.507,0.292	0.553,0.59	-0.172
6064	"ENSG00000135363.7"	"LMO2"	chr11	-	33899336	33899410	33903369	33903433	33891255	33891533	33913341	33913836	6064	5,45	1,5	21,28	5,5	162	172	0.404376992148	1.0	0.841,0.905	0.817,0.856	0.036
6065	"ENSG00000135363.7"	"LMO2"	chr11	-	33890891	33891132	33903369	33903433	33886147	33886363	33913341	33913836	6065	3,4	6,38	7,7	15,14	162	197	0.142588172297	1.0	0.378,0.113	0.362,0.378	-0.124
6066	"ENSG00000135363.7"	"LMO2"	chr11	-	33890891	33891132	33903364	33903433	33886147	33886363	33913341	33913836	6066	2,6	5,34	6,5	13,12	167	197	0.219586393611	1.0	0.321,0.172	0.353,0.33	-0.095
6067	"ENSG00000069275.12"	"NUCKS1"	chr1	-	205696827	205696933	205698699	205698749	205693053	205693109	205719084	205719404	6067	215,226	939,1219	195,159	1055,900	148	197	0.317586178296	1.0	0.234,0.198	0.197,0.19	0.023
6068	"ENSG00000069275.12"	"NUCKS1"	chr1	-	205693053	205693109	205696827	205696952	205689628	205689781	205698699	205698749	6068	2,3	1339,1640	1,0	675,798	197	154	1	1.0	0.001,0.001	0.001,0.0	0.001
6069	"ENSG00000069275.12"	"NUCKS1"	chr1	-	205693053	205693109	205696827	205696933	205689628	205689781	205698699	205698749	6069	2533,2066	1126,1054	1703,1727	951,934	197	154	0.181627533071	1.0	0.637,0.605	0.583,0.591	0.034
606	"ENSG00000168872.11"	"DDX19A"	chr16	+	70390014	70390150	70395320	70395413	70389387	70389438	70398445	70398548	606	80,103	63,81	79,59	66,54	197	191	0.606796702904	1.0	0.552,0.552	0.537,0.514	0.026
6070	"ENSG00000215021.4"	"PHB2"	chr12	-	7075586	7075629	7077054	7077184	7074514	7074875	7077573	7077758	6070	336,496	0,2	62,99	0,1	197	141	0.335758398796	1.0	1.0,0.994	1.0,0.986	0.004
6074	"ENSG00000119684.11"	"MLH3"	chr14	-	75500121	75500193	75506613	75506718	75498770	75498882	75508317	75508403	6074	4,4	1,1	6,4	2,2	197	170	0.847964462822	1.0	0.775,0.775	0.721,0.633	0.098
6075	"ENSG00000119684.11"	"MLH3"	chr14	-	75505042	75505115	75506613	75506718	75498770	75498882	75508317	75508403	6075	5,4	3,7	6,4	4,4	197	171	0.685148312202	1.0	0.591,0.332	0.566,0.465	-0.054
6076	"ENSG00000119684.11"	"MLH3"	chr14	-	75489697	75489721	75497245	75497405	75489516	75489595	75498770	75498882	6076	4,8	9,8	3,2	3,4	197	122	0.872128251052	1.0	0.216,0.382	0.382,0.236	-0.01
6077	"ENSG00000234261.1"	"RP11-146I2.1"	chr6	-	14997646	14997706	15077139	15077210	14977018	14977549	15079864	15080062	6077	0,2	1,2	0,0	1,2	169	158	1	1.0	0.0,0.483	0.0,0.0	0.241
6078	"ENSG00000184470.15"	"TXNRD2"	chr22	-	19868144	19868240	19870847	19870984	19867701	19867794	19882929	19883104	6078	3,46	8,81	19,16	44,36	197	194	0.487287471409	1.0	0.27,0.359	0.298,0.304	0.014
6079	"ENSG00000087460.19"	"GNAS"	chr20	+	57473995	57474040	57475003	57475085	57470666	57470739	57478585	57478640	6079	437,395	7,6	346,281	8,6	143	180	0.365165682008	1.0	0.987,0.988	0.982,0.983	0.005
607	"ENSG00000150403.13"	"TMCO3"	chr13	+	114164552	114164739	114174930	114175048	114157810	114157903	114188359	114188555	607	45,31	46,76	19,19	22,19	197	197	0.284330013863	1.0	0.495,0.29	0.463,0.5	-0.089
6080	"ENSG00000120049.14"	"KCNIP2"	chr10	-	103587907	103588015	103588145	103588216	103587645	103587750	103588383	103588453	6080	14,7	6,2	17,11	4,3	169	197	0.498541153144	1.0	0.731,0.803	0.832,0.81	-0.054
6081	"ENSG00000120049.14"	"KCNIP2"	chr10	-	103587882	103588015	103588145	103588216	103587645	103587750	103588383	103588453	6081	2,15	1,1	8,7	0,0	169	197	1	1.0	0.7,0.946	1.0,1.0	-0.177
6082	"ENSG00000114867.15"	"EIF4G1"	chr3	+	184033550	184033644	184033919	184034006	184032953	184033333	184035108	184035285	6082	185,37	13,66	30,57	22,31	192	185	0.4644807492	1.0	0.932,0.351	0.568,0.639	0.038
6083	"ENSG00000114867.15"	"EIF4G1"	chr3	+	184033919	184034006	184035108	184035285	184033550	184033644	184035504	184035604	6083	67,56	285,343	59,45	282,213	185	197	0.696117878782	1.0	0.2,0.148	0.182,0.184	-0.009
6084	"ENSG00000114867.15"	"EIF4G1"	chr3	+	184033919	184034006	184035108	184035219	184033550	184033644	184035504	184035604	6084	58,28	1,2	34,35	1,1	185	197	0.882158831821	1.0	0.984,0.937	0.973,0.974	-0.013
6085	"ENSG00000114867.15"	"EIF4G1"	chr3	+	184033919	184034006	184035504	184035604	184033276	184033333	184037476	184037589	6085	0,2	250,328	0,0	91,105	185	197	1	1.0	0.0,0.006	0.0,0.0	0.003
6086	"ENSG00000163006.7"	"CCDC138"	chr2	+	109473249	109473426	109481952	109482175	109463193	109463386	109489906	109490045	6086	25,29	3,1	15,15	1,1	197	197	0.853349282689	1.0	0.893,0.967	0.938,0.938	-0.008
6087	"ENSG00000110080.14"	"ST3GAL4"	chr11	+	126277468	126277529	126277993	126278089	126277146	126277244	126278201	126278391	6087	32,27	44,39	21,16	48,30	159	194	0.160293419825	1.0	0.47,0.458	0.348,0.394	0.093
6089	"ENSG00000135723.9"	"FHOD1"	chr16	-	67265090	67265158	67265198	67265252	67264503	67264694	67265332	67265452	6089	32,54	26,34	29,23	24,20	152	166	0.501272467487	1.0	0.573,0.634	0.569,0.557	0.04
608	"ENSG00000150403.13"	"TMCO3"	chr13	+	114157810	114157903	114188359	114188555	114156066	114156195	114193671	114193822	608	0,51	0,7	37,43	11,10	191	197	1	1.0	NA,0.883	0.776,0.816	0.087
6093	"ENSG00000167699.9"	"GLOD4"	chr17	-	681861	681901	681934	681984	680107	680228	683923	683978	6093	108,131	6,1	112,97	3,2	148	138	0.80526946809	1.0	0.944,0.992	0.972,0.978	-0.007
6094	"ENSG00000157916.14"	"RER1"	chr1	+	2324708	2324794	2326085	2326167	2323271	2323397	2327222	2327310	6094	6,23	0,2	29,28	0,0	184	180	0.124280396133	1.0	1.0,0.918	1.0,1.0	-0.041
6095	"ENSG00000157916.14"	"RER1"	chr1	+	2324708	2324794	2327046	2327087	2323281	2323397	2327222	2327310	6095	0,9	0,0	18,19	0,1	184	139	1	1.0	NA,1.0	1.0,0.935	0.032
6096	"ENSG00000157916.14"	"RER1"	chr1	+	2330853	2330953	2332295	2332374	2328554	2328659	2333645	2333781	6096	155,0	156,1	60,83	59,86	197	177	0.85130373912	1.0	0.472,0.0	0.477,0.464	-0.235
6097	"ENSG00000157916.14"	"RER1"	chr1	+	2324646	2324794	2326085	2326167	2323271	2323397	2327222	2327310	6097	11,31	0,2	30,30	0,0	197	180	0.210747473749	1.0	1.0,0.934	1.0,1.0	-0.033
6098	"ENSG00000157916.14"	"RER1"	chr1	+	2324646	2324794	2327046	2327087	2323281	2323397	2327222	2327310	6098	0,15	0,0	19,21	0,1	197	139	1	1.0	NA,1.0	1.0,0.937	0.031
6099	"ENSG00000157916.14"	"RER1"	chr1	+	2324646	2324670	2324708	2324794	2323271	2323397	2327222	2327310	6099	4,2	35,30	2,1	40,33	122	184	0.344115207807	1.0	0.147,0.091	0.07,0.044	0.062
